testing,20049,206,Travel,Nicole,0.0,3.95,10000,2.75,300,247,0,0,1.7166306,0.42377827,0.111431316,0.0,0.001196786,0.0,2.708365976,0.001066297,0,0.450094162,0.249479312
testing,20049,206,Travel,Nicole,0.0,3.95,10000,2.75,300,112,0,0,1.3043875,0.1630097,0.111431316,0.0,0.001239157,0.0,1.188635177,0.000703001,0,0.158050222,0.249479312
testing,20049,206,Travel,Nicole,0.0,3.95,10000,2.75,300,197,0,0,2.3103552,0.31835797,0.111431316,0.0,0.000728711,0.0,1.503285375,0.000872853,0,0.360591133,0.249479312
testing,20049,206,Travel,Nicole,0.0,3.95,10000,2.75,300,107,0,0,1.1100018,0.13319878,0.111431316,0.0,0.005894392,0.0,35.15362811,0.004614328,0,0.113716814,0.249479312
testing,20049,206,Travel,Nicole,0.0,3.95,10000,2.75,300,0,0,0,0.0,0.37931034,0.111431316,0.0,0.0,0.0,-0.091378381,0.000344423,0,0.019308487,0.249479312
testing,20049,206,Travel,Nicole,0.0,3.95,10000,2.75,300,211,0,0,1.321963,0.4592581,0.111431316,0.0,0.000880968,0.0,11.99733234,0.002991292,0,0.43618202,0.249479312
testing,20049,206,Travel,Nicole,0.0,3.95,10000,2.75,300,6,0,0,0.1607797,0.25291827,0.111431316,0.0,0.005604234,0.0,46.50282914,0.030549867,0,0.237113402,0.249479312
testing,20049,206,Travel,Nicole,0.0,3.95,10000,2.75,300,217,0,0,2.046967,0.12272593,0.111431316,0.0,0.006117342,0.0,34.17483019,0.019122565,0,0.088911089,0.249479312
testing,20049,206,Travel,Nicole,0.0,3.95,10000,2.75,300,21,0,0,0.33455345,0.034919757,0.111431316,0.0,0.001296536,0.0,2.916490612,0.002146747,0,0.23945268,0.249479312
testing,20049,206,Travel,Nicole,0.0,3.95,10000,2.75,300,1,0,0,0.053682588,0.5497797,0.111431316,0.0,0.000671592,0.0,0.38772102,0.001146505,0,0.419291339,0.249479312
testing,20049,206,Travel,Nicole,0.0,3.95,10000,2.75,300,296,0,0,2.3221996,0.49113476,0.111431316,0.0,0.001776791,0.0,6.86304248,0.002217519,0,0.582248521,0.249479312
testing,20049,206,Travel,Nicole,0.0,3.95,10000,2.75,300,297,0,0,2.1921291,0.15532155,0.111431316,0.0,0.000687758,0.0,1.370215568,0.004449193,0,0.221616262,0.249479312
testing,20049,206,Travel,Nicole,0.0,3.95,10000,2.75,300,0,0,0,0.0,0.47655123,0.111431316,0.0,0.000879972,0.0,1.402050816,0.000651101,0,0.307829181,0.249479312
testing,20049,206,Travel,Nicole,0.0,3.95,10000,2.75,300,0,0,0,0.0,0.35766423,0.111431316,0.0,0.009656652,0.0,20.35186644,0.001448465,0,0.359129995,0.249479312
testing,20049,206,Travel,Nicole,0.0,3.95,10000,2.75,300,44,0,0,0.48888403,0.16273458,0.111431316,0.0,0.001819141,0.0,41.67618895,0.003194172,0,0.098185699,0.249479312
testing,20049,206,Travel,Nicole,0.0,3.95,10000,2.75,300,0,0,0,0.0,0.29898074,0.111431316,0.0,0.007398976,0.0,28.08629815,0.002873339,0,0.305060066,0.249479312
testing,20049,206,Travel,Nicole,0.0,3.95,10000,2.75,300,0,0,0,0.0,0.29597703,0.111431316,0.0,0.002568807,0.0,4.921731181,0.000467094,0,0.131764706,0.249479312
testing,20049,206,Travel,Nicole,0.0,3.95,10000,2.75,300,57,0,0,0.49915245,0.1480482,0.111431316,0.0,0.008236667,0.0,55.81042124,0.004269904,0,0.076314302,0.249479312
testing,20049,206,Travel,Nicole,0.0,3.95,10000,2.75,300,9,0,0,0.16552807,0.2897025,0.111431316,0.0,0.003938731,0.0,12.35151379,0.008478473,0,0.173913043,0.249479312
testing,20049,206,Travel,Nicole,0.0,3.95,10000,2.75,300,119,0,0,1.0027978,0.2582122,0.111431316,0.0,0.002858461,0.0,85.45819843,0.14883329,0,0.183104631,0.249479312
testing,20049,206,Travel,Nicole,0.0,3.95,10000,2.75,300,1,0,0,0.053682588,0.44810542,0.111431316,0.0,0.001120239,0.0,1.051058856,6.61e-05,0,0.644067797,0.249479312
testing,20049,206,Travel,Nicole,0.0,3.95,10000,2.75,300,0,0,0,0.0,0.82951653,0.111431316,0.0,0.0,0.0,-0.559915053,0.000207598,0,0.278446389,0.249479312
testing,20049,206,Travel,Nicole,0.0,3.95,10000,2.75,300,9,0,0,0.45326525,0.3082569,0.111431316,0.0,0.000750751,0.0,0.165416991,0.001613599,0,0.226724138,0.249479312
testing,22891,1525,Philanthropy,Travis,8.0,3.0,5000,6.0,110,0,0,0,0.0,0.5671642,-1.0,0.000133676918812,0.007751938,6.02e-06,5.75836602,0.000337933,0,0.350993377,0.45428044
testing,22891,1525,Philanthropy,Travis,8.0,3.0,5000,6.0,110,0,0,0,0.0,0.7537157,-1.0,0.000133676918812,0.000314301,6.02e-06,6.191420029,0.001464375,0,0.753715721,0.45428044
testing,22891,1525,Philanthropy,Travis,8.0,3.0,5000,6.0,110,0,0,0,0.0,0.779392,-1.0,0.000133676918812,0.00081314,6.02e-06,16.01115759,0.001239086,0,0.778187919,0.45428044
testing,22891,1525,Philanthropy,Travis,8.0,3.0,5000,6.0,110,7,0,0,0.5164767,0.40904716,-1.0,0.000133676918812,0.002635046,6.02e-06,11.92550117,0.000450577,0,0.625668449,0.45428044
testing,22891,1525,Philanthropy,Travis,8.0,3.0,5000,6.0,110,0,0,0,0.0,0.7785714,-1.0,0.000133676918812,0.002126152,6.02e-06,16.64901643,0.004956345,0,0.693744164,0.45428044
testing,22891,1525,Philanthropy,Travis,8.0,3.0,5000,6.0,110,0,0,0,0.0,0.5725368,-1.0,0.000133676918812,0.000367444,6.02e-06,4.290001986,0.00135173,0,0.55793074,0.45428044
testing,22891,1525,Philanthropy,Travis,8.0,3.0,5000,6.0,110,40,0,0,1.4501979,0.49571523,-1.0,0.000133676918812,0.001132182,6.02e-06,15.73899515,0.002590817,0,0.452466907,0.45428044
testing,22891,1525,Philanthropy,Travis,8.0,3.0,5000,6.0,110,0,0,0,0.0,0.22460473,-1.0,0.000133676918812,0.000174581,6.02e-06,0.665405575,0.001126442,0,0.159181986,0.45428044
testing,22891,1525,Philanthropy,Travis,8.0,3.0,5000,6.0,110,31,0,0,2.0387928,0.5509273,-1.0,0.000133676918812,0.002502234,6.02e-06,58.94622495,0.00428048,0,0.540253072,0.45428044
testing,22891,1525,Philanthropy,Travis,8.0,3.0,5000,6.0,110,35,0,0,1.2930162,0.6783743,-1.0,0.000133676918812,0.001359619,6.02e-06,8.512627131,0.000788509,0,0.753153153,0.45428044
testing,22891,1525,Philanthropy,Travis,8.0,3.0,5000,6.0,110,10,0,0,0.31989193,0.52682453,-1.0,0.000133676918812,0.001133787,6.02e-06,15.75035996,0.000337933,0,0.589519651,0.45428044
testing,22891,1525,Philanthropy,Travis,8.0,3.0,5000,6.0,110,0,0,0,0.0,0.09837432,-1.0,0.000133676918812,0.000950119,6.02e-06,7.080053591,0.00214024,0,0.088402271,0.45428044
testing,22891,1525,Philanthropy,Travis,8.0,3.0,5000,6.0,110,0,0,0,0.0,0.60278165,-1.0,0.000133676918812,0.0,6.02e-06,-0.201208548,0.000337933,0,0.591626816,0.45428044
testing,22891,1525,Philanthropy,Travis,8.0,3.0,5000,6.0,110,0,0,0,0.0,0.044392522,-1.0,0.000133676918812,0.00212766,6.02e-06,2.933573946,0.000225288,0,0.044295463,0.45428044
testing,22891,1525,Philanthropy,Travis,8.0,3.0,5000,6.0,110,0,0,0,0.0,0.055555556,-1.0,0.000133676918812,0.001635323,6.02e-06,9.355227718,0.000563221,0,1.0,0.45428044
testing,22891,1525,Philanthropy,Travis,8.0,3.0,5000,6.0,110,1,0,0,0.061662193,0.93186814,-1.0,0.000133676918812,0.001962067,6.02e-06,15.9850244,0.000901154,0,0.943521595,0.45428044
testing,22891,1525,Philanthropy,Travis,8.0,3.0,5000,6.0,110,54,0,0,1.8765827,0.69870347,-1.0,0.000133676918812,0.000366435,6.02e-06,4.283601353,0.002027596,0,0.727132125,0.45428044
testing,22891,1525,Philanthropy,Travis,8.0,3.0,5000,6.0,110,0,0,0,0.0,0.44019797,-1.0,0.000133676918812,0.000587889,6.02e-06,1.46238031,0.000450577,0,0.418039017,0.45428044
testing,22891,1525,Philanthropy,Travis,8.0,3.0,5000,6.0,110,0,0,0,0.0,0.5684534,-1.0,0.000133676918812,0.001138304,6.02e-06,7.771017087,0.000450577,0,0.540325151,0.45428044
testing,22891,1525,Philanthropy,Travis,8.0,3.0,5000,6.0,110,41,0,0,2.6118767,0.7280303,-1.0,0.000133676918812,0.0,6.02e-06,-0.121958858,0.000450577,0,0.728224655,0.45428044
testing,22891,1525,Philanthropy,Travis,8.0,3.0,5000,6.0,110,10,0,0,1.0185775,0.45360824,-1.0,0.000133676918812,0.005144033,6.02e-06,40.73180073,0.000788509,0,0.453608247,0.45428044
testing,22891,1525,Philanthropy,Travis,8.0,3.0,5000,6.0,110,0,0,0,0.0,0.7761472,-1.0,0.000133676918812,0.000489956,6.02e-06,12.32873813,0.002590817,0,0.65027027,0.45428044
testing,22891,1525,Philanthropy,Travis,8.0,3.0,5000,6.0,110,131,0,3,11.550989,0.66896987,-1.0,0.000133676918812,0.00075358,6.02e-06,6.278315721,0.001013798,0,0.668969849,0.45428044
testing,22891,1525,Philanthropy,Travis,8.0,3.0,5000,6.0,110,0,0,0,0.0,0.6519608,-1.0,0.000133676918812,0.007276507,6.02e-06,62.73177761,0.000788509,0,0.685714286,0.45428044
